Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
31,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,2,Laboratory Technician,1,Married,2218,1,0,3,1,4,3,3,4,2
39,0,Travel_Frequently,Research & Development,1,1,Life Sciences,2,Male,3,Manager,3,Divorced,19197,1,1,3,1,21,3,3,21,8
56,0,Travel_Frequently,Sales,6,3,Life Sciences,3,Female,4,Sales Executive,1,Married,13212,9,0,4,3,36,0,2,7,7
30,0,Travel_Rarely,Sales,12,3,Technical Degree,2,Female,3,Sales Executive,3,Single,6577,0,0,2,0,6,6,3,5,4
41,0,Travel_Rarely,Sales,1,3,Marketing,2,Male,4,Sales Executive,1,Married,8392,1,0,3,1,10,2,3,10,7
28,0,Travel_Rarely,Research & Development,17,2,Medical,3,Male,3,Laboratory Technician,1,Divorced,4558,1,0,4,1,10,2,3,10,0
25,1,Travel_Rarely,Research & Development,3,3,Medical,1,Male,3,Laboratory Technician,1,Married,4031,5,0,3,1,6,5,3,2,2
52,0,Travel_Rarely,Research & Development,3,3,Medical,4,Male,2,Manufacturing Director,3,Married,7969,2,1,3,0,28,4,3,5,4
45,0,Travel_Rarely,Research & Development,10,2,Life Sciences,1,Male,3,Research Scientist,4,Married,2654,3,0,4,2,8,3,2,2,2
52,0,Travel_Rarely,Research & Development,4,2,Life Sciences,4,Female,3,Manager,4,Married,16555,2,0,4,0,31,2,1,5,2
42,0,Travel_Frequently,Research & Development,29,2,Life Sciences,1,Female,3,Research Scientist,3,Divorced,4556,2,0,2,1,19,3,3,5,4
30,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,1,Manufacturing Director,4,Single,6091,2,0,3,0,11,2,3,5,4
60,0,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Female,3,Manager,1,Married,19566,5,0,4,0,33,5,1,29,8
46,0,Travel_Rarely,Research & Development,18,3,Medical,3,Female,3,Manufacturing Director,3,Divorced,4810,2,0,3,1,19,5,2,10,7
42,0,Travel_Frequently,Research & Development,28,4,Technical Degree,4,Female,2,Healthcare Representative,4,Married,4523,0,0,4,3,7,4,4,6,5
24,1,Travel_Rarely,Sales,1,1,Technical Degree,1,Female,3,Sales Representative,2,Single,3202,1,1,2,0,6,4,3,5,3
34,1,Travel_Frequently,Sales,6,2,Marketing,4,Female,1,Sales Representative,3,Divorced,2351,0,0,4,1,3,3,2,2,2
38,0,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,3,Laboratory Technician,4,Married,1702,1,1,3,1,1,3,3,1,0
40,0,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,Manager,3,Married,18041,0,0,4,0,21,2,3,20,15
26,0,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,3,Research Scientist,4,Divorced,2886,1,0,2,2,3,3,1,3,2
30,0,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,3,Laboratory Technician,4,Married,2097,4,0,3,1,9,3,1,5,3
29,0,Travel_Rarely,Research & Development,3,4,Medical,2,Male,2,Research Director,3,Married,11935,1,0,3,0,10,2,3,10,2
29,1,Travel_Rarely,Research & Development,25,5,Technical Degree,3,Female,2,Research Scientist,2,Married,2546,5,0,2,0,6,2,4,2,2
19,1,Travel_Rarely,Human Resources,2,2,Technical Degree,1,Male,2,Human Resources,4,Single,2564,1,0,3,0,1,3,4,1,0
30,0,Non-Travel,Sales,22,4,Other,3,Female,3,Sales Executive,1,Married,8412,0,0,3,0,10,3,3,9,8
57,0,Travel_Rarely,Sales,29,3,Marketing,1,Male,2,Manager,4,Divorced,14118,3,0,3,1,32,3,2,1,0
50,0,Travel_Rarely,Research & Development,29,4,Life Sciences,2,Male,2,Manager,3,Married,17046,0,0,2,1,28,2,3,27,10
30,0,Non-Travel,Research & Development,2,3,Medical,3,Female,3,Laboratory Technician,4,Single,2564,0,0,3,0,12,2,2,11,7
60,0,Travel_Frequently,Sales,28,3,Marketing,3,Female,2,Sales Executive,1,Married,10266,4,0,4,0,22,5,4,18,13
47,0,Travel_Rarely,Research & Development,2,2,Medical,1,Female,3,Manufacturing Director,4,Divorced,5070,5,0,3,3,20,2,3,5,0
46,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,Research Director,3,Married,17861,6,0,3,0,26,2,1,3,2
35,0,Travel_Rarely,Research & Development,22,3,Life Sciences,4,Male,1,Laboratory Technician,3,Single,4230,0,0,3,0,6,2,3,5,4
54,0,Travel_Rarely,Research & Development,8,4,Life Sciences,3,Female,3,Laboratory Technician,3,Single,3780,7,0,3,0,19,3,3,1,0
34,0,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,2,Research Scientist,3,Divorced,2768,3,0,3,1,14,3,3,7,3
46,0,Travel_Rarely,Sales,10,3,Marketing,3,Female,2,Sales Executive,4,Married,9071,2,1,3,1,15,3,3,3,2
31,0,Travel_Rarely,Research & Development,9,1,Life Sciences,3,Male,3,Manufacturing Director,2,Divorced,10648,1,0,4,1,13,6,4,13,8
33,1,Travel_Rarely,Research & Development,15,1,Medical,2,Male,3,Manager,3,Married,13610,7,1,4,0,15,2,4,7,6
33,1,Travel_Rarely,Research & Development,10,1,Medical,1,Male,1,Laboratory Technician,4,Divorced,3408,7,0,1,3,8,2,3,4,3
30,0,Travel_Rarely,Sales,7,1,Marketing,4,Male,3,Sales Representative,2,Single,2983,0,0,1,0,4,3,3,3,2
35,0,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Male,3,Healthcare Representative,3,Married,7632,4,1,3,0,10,2,3,8,7
31,1,Travel_Frequently,Research & Development,20,3,Life Sciences,1,Male,3,Healthcare Representative,3,Married,9824,3,0,1,0,12,2,3,1,0
34,1,Travel_Frequently,Human Resources,23,3,Human Resources,2,Female,3,Human Resources,1,Divorced,9950,9,1,3,3,11,2,3,3,2
42,0,Travel_Frequently,Research & Development,5,2,Other,2,Male,3,Laboratory Technician,3,Married,2093,4,0,4,1,8,4,3,2,2
36,0,Non-Travel,Sales,10,4,Medical,2,Male,3,Sales Executive,4,Single,9980,1,0,4,0,10,3,2,10,3
22,1,Travel_Frequently,Research & Development,4,1,Technical Degree,3,Male,2,Laboratory Technician,3,Single,3894,5,0,3,0,4,3,3,2,2
48,0,Travel_Rarely,Sales,2,5,Marketing,2,Female,3,Sales Executive,4,Married,4051,2,0,1,1,14,2,3,9,7
55,0,Travel_Rarely,Sales,18,5,Life Sciences,1,Female,3,Manager,2,Single,16835,3,0,4,0,37,2,3,10,9
41,0,Non-Travel,Sales,10,2,Life Sciences,4,Male,3,Sales Executive,4,Single,6230,7,0,4,0,16,3,3,14,3
35,0,Travel_Rarely,Sales,1,3,Marketing,2,Male,3,Sales Executive,3,Married,4717,9,0,3,0,15,2,3,11,9
40,0,Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,3,Manufacturing Director,3,Single,13237,7,0,3,0,22,3,3,20,6
39,0,Travel_Frequently,Research & Development,8,1,Life Sciences,3,Female,3,Laboratory Technician,3,Married,3755,1,0,1,1,8,3,3,8,3
31,0,Travel_Rarely,Sales,2,1,Life Sciences,2,Male,3,Sales Executive,4,Single,6582,4,1,3,0,10,2,4,6,5
42,0,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,Manufacturing Director,1,Married,7406,1,1,4,1,10,5,2,10,9
45,0,Travel_Rarely,Sales,2,3,Other,4,Male,3,Sales Executive,2,Married,4805,0,0,2,1,9,3,4,8,7
26,1,Travel_Frequently,Human Resources,17,4,Life Sciences,2,Female,3,Human Resources,3,Divorced,2741,0,1,2,1,8,2,2,7,7
29,0,Travel_Rarely,Research & Development,19,3,Technical Degree,4,Male,3,Manufacturing Director,4,Divorced,4262,4,0,2,2,8,2,4,3,2
33,0,Travel_Rarely,Research & Development,1,5,Medical,1,Female,4,Research Director,3,Divorced,16184,4,0,3,1,10,2,3,6,1
31,0,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,2,Manager,4,Divorced,11557,9,0,3,1,10,3,2,5,4
18,1,Travel_Frequently,Sales,5,3,Marketing,2,Male,3,Sales Representative,2,Single,1878,1,1,4,0,0,3,3,0,0
40,0,Non-Travel,Sales,28,3,Other,3,Male,1,Sales Executive,1,Divorced,10932,3,0,3,1,20,2,3,1,0
41,0,Non-Travel,Research & Development,2,4,Other,1,Female,2,Healthcare Representative,3,Single,6811,2,1,1,0,10,3,3,8,7
26,0,Travel_Rarely,Sales,29,2,Medical,1,Male,3,Sales Executive,3,Divorced,4306,5,0,1,2,8,5,3,0,0
35,0,Travel_Rarely,Sales,1,3,Medical,1,Female,3,Sales Executive,3,Single,4859,1,0,4,0,5,3,3,5,4
34,0,Travel_Rarely,Sales,21,4,Life Sciences,4,Male,4,Sales Executive,4,Single,5337,1,0,4,0,10,3,3,10,7
26,1,Travel_Rarely,Research & Development,24,3,Technical Degree,3,Male,1,Laboratory Technician,4,Single,2340,1,1,2,0,1,3,1,1,0
37,0,Travel_Rarely,Research & Development,1,3,Technical Degree,2,Female,3,Manufacturing Director,4,Single,7491,4,0,4,0,12,3,4,6,5
46,0,Travel_Frequently,Research & Development,18,1,Medical,1,Female,3,Healthcare Representative,3,Married,10527,5,0,4,0,28,3,2,2,2
41,0,Travel_Rarely,Sales,2,5,Life Sciences,2,Female,3,Manager,1,Married,16595,7,0,2,1,22,2,3,18,16
37,0,Non-Travel,Sales,9,4,Medical,1,Male,3,Sales Executive,2,Divorced,8834,1,0,4,1,9,6,3,9,5
52,0,Travel_Rarely,Research & Development,6,2,Technical Degree,4,Male,3,Research Scientist,1,Divorced,5577,3,1,2,2,18,3,3,10,9
32,1,Non-Travel,Sales,11,4,Other,4,Male,4,Sales Executive,3,Married,4707,8,0,4,0,6,2,3,4,2
24,0,Travel_Frequently,Sales,24,3,Medical,4,Male,3,Sales Representative,4,Married,2400,0,0,3,2,3,3,3,2,2
38,0,Travel_Rarely,Research & Development,10,3,Medical,3,Female,3,Healthcare Representative,3,Married,9824,3,0,3,1,18,4,3,1,0
37,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,3,Manufacturing Director,2,Married,6447,6,0,2,1,8,2,2,6,5
49,0,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,2,Research Director,3,Divorced,19502,1,1,3,1,31,5,3,31,9
24,0,Travel_Rarely,Research & Development,23,3,Medical,2,Male,4,Research Scientist,4,Married,2725,1,1,2,2,6,3,3,6,5
26,0,Travel_Rarely,Sales,28,2,Marketing,1,Male,3,Sales Executive,2,Married,6272,1,0,4,2,6,5,4,5,3
24,0,Travel_Rarely,Research & Development,17,2,Other,4,Male,2,Laboratory Technician,2,Married,2127,1,0,4,1,1,2,3,1,0
50,0,Travel_Frequently,Human Resources,3,3,Medical,1,Male,3,Manager,2,Married,18200,1,0,3,1,32,2,3,32,5
25,0,Travel_Rarely,Sales,13,1,Medical,2,Male,3,Sales Representative,3,Married,2096,1,0,3,0,7,1,3,7,4
24,1,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Female,3,Laboratory Technician,3,Married,2886,1,1,4,1,6,4,3,6,3
30,1,Travel_Frequently,Sales,12,4,Life Sciences,2,Male,2,Sales Representative,1,Married,2033,1,0,3,1,1,2,4,1,0
34,0,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,2,Research Scientist,4,Married,3622,1,1,4,1,6,3,3,6,5
31,1,Travel_Rarely,Sales,13,4,Medical,2,Male,3,Sales Executive,1,Divorced,4233,2,0,3,0,9,2,1,3,1
35,0,Travel_Rarely,Research & Development,25,2,Other,1,Male,2,Laboratory Technician,4,Single,3681,4,0,4,0,9,3,3,3,2
31,0,Travel_Rarely,Sales,6,4,Medical,1,Male,4,Sales Executive,4,Divorced,5460,4,0,4,2,13,4,4,7,7
27,0,Travel_Rarely,Research & Development,6,4,Medical,1,Female,2,Research Scientist,3,Divorced,2187,0,0,3,2,6,5,2,5,3
37,0,Travel_Rarely,Sales,2,3,Marketing,4,Male,3,Sales Executive,3,Married,9602,4,1,3,1,17,3,2,3,0
20,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,Research Scientist,2,Single,2836,1,0,4,0,1,0,4,1,0
42,0,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,3,Healthcare Representative,4,Married,4089,1,0,2,2,10,4,3,10,2
43,0,Travel_Rarely,Research & Development,6,4,Other,2,Male,2,Research Director,4,Divorced,16627,4,1,3,1,21,3,2,1,0
38,0,Travel_Rarely,Research & Development,1,1,Life Sciences,3,Female,3,Research Scientist,1,Single,2619,3,0,4,0,8,3,2,0,0
43,0,Travel_Frequently,Research & Development,9,5,Medical,4,Male,3,Laboratory Technician,3,Divorced,5679,3,1,2,1,10,3,3,8,7
48,0,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,2,Manager,1,Married,15402,7,0,1,1,21,3,1,3,2
44,0,Travel_Rarely,Human Resources,1,4,Life Sciences,1,Female,2,Human Resources,3,Single,5985,4,0,2,0,10,1,4,2,2
34,0,Travel_Rarely,Sales,14,3,Technical Degree,3,Female,3,Sales Representative,3,Divorced,2579,1,1,4,2,8,3,3,8,2
27,1,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,Sales Representative,1,Divorced,3041,0,0,2,1,5,3,3,4,3
21,0,Travel_Rarely,Sales,22,1,Technical Degree,3,Male,3,Sales Representative,3,Single,3447,1,0,3,0,3,2,3,3,2
44,0,Travel_Rarely,Research & Development,3,4,Other,4,Male,3,Manager,4,Married,19513,4,1,1,1,26,2,4,2,2
22,0,Travel_Rarely,Research & Development,6,1,Medical,1,Male,3,Research Scientist,3,Married,2773,0,0,4,0,3,3,3,2,2
33,0,Travel_Rarely,Sales,8,4,Marketing,3,Male,3,Sales Executive,3,Divorced,7104,0,0,4,0,6,3,3,5,0
32,0,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Female,3,Research Scientist,4,Married,6322,1,1,4,1,6,2,2,6,4
30,0,Travel_Frequently,Research & Development,3,3,Medical,3,Female,3,Research Scientist,3,Divorced,2083,1,0,3,1,1,2,3,1,0
53,0,Travel_Rarely,Sales,1,1,Medical,4,Female,3,Sales Executive,1,Single,8381,7,0,4,0,18,2,4,14,7
34,0,Travel_Rarely,Research & Development,1,5,Life Sciences,2,Male,3,Research Scientist,4,Married,2691,1,0,4,1,10,4,2,10,9
45,1,Travel_Frequently,Sales,26,4,Life Sciences,1,Female,3,Sales Executive,1,Married,4286,2,0,4,2,5,4,3,1,1
26,0,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Female,3,Laboratory Technician,4,Married,2659,1,1,3,1,3,2,3,3,2
37,0,Travel_Rarely,Research & Development,3,3,Other,3,Male,3,Manufacturing Director,3,Married,9434,1,0,3,1,10,2,3,10,7
29,0,Travel_Rarely,Sales,3,2,Medical,2,Female,3,Sales Executive,3,Married,5561,1,0,1,1,6,5,2,6,0
35,0,Travel_Rarely,Research & Development,6,4,Life Sciences,2,Male,1,Research Scientist,4,Single,6646,1,0,2,0,17,3,3,17,11
33,0,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,3,Healthcare Representative,4,Divorced,7725,3,0,3,1,15,2,1,13,11
54,0,Travel_Rarely,Human Resources,19,4,Medical,3,Male,3,Human Resources,2,Married,10725,2,0,3,1,16,1,4,9,7
36,0,Travel_Rarely,Research & Development,9,2,Medical,2,Male,2,Manufacturing Director,2,Divorced,8847,2,1,3,1,13,2,3,3,2
27,0,Travel_Rarely,Research & Development,3,4,Medical,1,Male,2,Research Scientist,4,Single,2045,0,0,4,0,5,0,3,4,2
20,1,Travel_Rarely,Research & Development,10,1,Medical,4,Male,3,Research Scientist,3,Single,1009,1,1,4,0,1,5,3,1,0
33,1,Travel_Frequently,Research & Development,3,3,Life Sciences,1,Male,3,Research Scientist,1,Single,3348,1,1,1,0,10,3,3,10,8
35,0,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,2,Laboratory Technician,3,Married,1281,1,0,3,2,1,3,3,1,0
23,0,Travel_Rarely,Research & Development,4,3,Medical,1,Male,4,Research Scientist,1,Married,2819,2,0,1,1,5,3,4,3,2
25,0,Travel_Rarely,Sales,8,3,Life Sciences,4,Male,4,Sales Executive,2,Married,4851,0,0,3,1,4,4,3,3,2
38,0,Travel_Rarely,Sales,7,4,Marketing,4,Female,2,Sales Executive,4,Single,4028,0,0,1,0,8,2,3,7,7
29,0,Travel_Frequently,Research & Development,1,4,Life Sciences,2,Male,1,Research Scientist,4,Divorced,2720,1,0,4,1,10,5,3,10,7
48,0,Travel_Rarely,Sales,2,1,Marketing,2,Male,4,Sales Executive,2,Married,8120,3,0,4,0,12,3,3,2,2
27,0,Travel_Frequently,Sales,3,1,Medical,4,Female,4,Sales Executive,4,Divorced,4647,1,1,2,2,6,3,3,6,5
37,0,Travel_Rarely,Research & Development,10,2,Life Sciences,4,Male,4,Research Scientist,4,Single,4680,3,0,1,0,4,2,3,1,0
50,0,Travel_Rarely,Research & Development,28,1,Medical,4,Male,4,Laboratory Technician,3,Married,3221,1,1,3,3,20,3,3,20,8
34,0,Travel_Rarely,Research & Development,9,3,Medical,4,Female,2,Healthcare Representative,2,Single,8621,1,0,2,0,9,3,4,8,7
24,1,Travel_Rarely,Sales,3,2,Life Sciences,1,Female,3,Sales Executive,3,Single,4577,9,0,1,0,4,3,3,2,2
39,0,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Female,2,Healthcare Representative,3,Single,4553,1,0,1,0,20,4,3,20,7
32,0,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,Sales Executive,4,Single,5396,1,0,4,0,10,2,2,10,7
50,1,Travel_Frequently,Sales,8,2,Technical Degree,2,Male,3,Sales Executive,3,Married,6796,3,1,1,1,18,4,3,4,3
38,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,4,Healthcare Representative,4,Single,7625,0,0,3,0,10,4,2,9,7
27,0,Travel_Rarely,Research & Development,1,2,Life Sciences,3,Female,3,Manufacturing Director,1,Married,7412,1,0,4,0,9,3,3,9,7
32,0,Travel_Rarely,Research & Development,3,2,Life Sciences,3,Female,3,Research Director,4,Single,11159,3,0,4,0,10,6,3,7,7
47,0,Travel_Rarely,Sales,14,4,Marketing,4,Male,3,Sales Executive,1,Single,4960,2,0,4,0,20,2,3,7,7
40,0,Travel_Frequently,Sales,5,4,Life Sciences,4,Male,2,Sales Executive,1,Married,10475,5,1,3,1,20,2,3,18,13
53,0,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,4,Research Director,3,Married,14814,3,0,3,0,32,3,3,5,1
41,0,Travel_Rarely,Human Resources,10,4,Human Resources,2,Male,2,Manager,4,Divorced,19141,3,0,2,3,23,2,2,21,6
60,0,Travel_Rarely,Sales,16,4,Marketing,1,Male,3,Sales Executive,1,Single,5405,8,0,4,0,10,1,3,2,2
27,0,Travel_Frequently,Research & Development,10,2,Life Sciences,4,Male,3,Manufacturing Director,1,Divorced,8793,1,0,3,2,9,4,2,9,7
41,0,Travel_Rarely,Human Resources,1,3,Human Resources,4,Male,2,Manager,3,Married,19189,1,0,2,1,22,3,3,22,7
50,0,Travel_Rarely,Sales,8,4,Marketing,4,Male,3,Sales Representative,2,Married,3875,7,0,4,1,4,2,3,2,2
28,1,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,1,Research Scientist,2,Single,2216,7,1,4,0,10,4,3,7,7
36,0,Non-Travel,Research & Development,8,3,Life Sciences,1,Female,4,Research Director,1,Married,11713,9,0,1,1,10,2,3,8,7
38,0,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,3,Manufacturing Director,3,Single,7861,4,1,4,0,10,4,4,1,0
44,0,Non-Travel,Research & Development,24,3,Medical,1,Male,1,Laboratory Technician,3,Single,3708,2,0,3,0,9,5,3,5,2
47,0,Travel_Frequently,Sales,3,3,Medical,4,Female,3,Sales Executive,3,Divorced,13770,9,1,4,2,28,2,2,22,2
30,0,Travel_Rarely,Sales,27,5,Marketing,3,Male,3,Sales Executive,4,Divorced,5304,7,0,4,1,10,2,2,8,7
29,0,Travel_Rarely,Sales,10,3,Life Sciences,3,Male,3,Sales Representative,3,Single,2642,1,0,3,0,1,6,3,1,0
42,1,Travel_Frequently,Research & Development,19,3,Medical,3,Male,4,Research Scientist,3,Divorced,2759,6,1,4,0,7,2,3,2,2
43,0,Travel_Frequently,Sales,15,3,Life Sciences,4,Male,2,Sales Executive,4,Married,6804,3,0,3,1,7,5,3,2,2
34,0,Travel_Rarely,Research & Development,8,2,Medical,2,Female,3,Healthcare Representative,3,Single,6142,3,0,4,0,10,2,3,5,1
23,0,Travel_Rarely,Research & Development,9,1,Medical,2,Male,3,Laboratory Technician,1,Married,2500,1,0,4,1,5,2,4,4,3
39,0,Travel_Rarely,Human Resources,3,3,Human Resources,3,Female,4,Human Resources,2,Married,6389,9,0,3,1,12,3,1,8,3
56,0,Travel_Rarely,Research & Development,9,3,Medical,3,Male,3,Healthcare Representative,4,Married,11103,7,0,3,0,30,1,2,10,7
40,0,Travel_Rarely,Research & Development,2,1,Medical,4,Female,2,Research Scientist,4,Single,2342,0,1,4,0,5,2,2,4,2
27,0,Travel_Rarely,Research & Development,7,3,Medical,4,Female,2,Healthcare Representative,1,Single,6811,8,0,1,0,9,2,1,7,6
29,0,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,Sales Representative,2,Divorced,2297,1,0,4,2,2,2,3,2,2
53,0,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,3,Laboratory Technician,4,Single,2450,2,0,4,0,19,4,3,2,2
35,0,Non-Travel,Research & Development,2,4,Life Sciences,4,Female,3,Healthcare Representative,1,Divorced,5093,2,0,1,1,16,2,4,1,0
32,0,Travel_Frequently,Research & Development,24,4,Life Sciences,1,Male,3,Laboratory Technician,4,Married,5309,1,0,4,2,10,2,3,10,8
38,0,Travel_Rarely,Research & Development,2,5,Medical,4,Male,3,Research Scientist,3,Married,3057,6,1,2,1,6,0,1,1,0
34,0,Travel_Rarely,Research & Development,8,5,Life Sciences,2,Female,3,Manufacturing Director,1,Divorced,5121,3,0,3,1,7,3,3,0,0
52,0,Travel_Rarely,Sales,3,4,Marketing,3,Male,2,Manager,1,Married,16856,1,0,1,0,34,3,4,34,6
33,1,Travel_Rarely,Research & Development,1,4,Other,4,Male,3,Research Scientist,4,Single,2686,1,1,3,0,10,2,2,10,9
25,0,Travel_Rarely,Sales,26,1,Medical,3,Female,3,Sales Executive,4,Single,6180,1,0,2,0,6,5,2,6,5
45,0,Travel_Rarely,Sales,2,2,Technical Degree,2,Male,1,Sales Representative,3,Single,6632,0,0,1,0,9,3,3,8,7
23,0,Travel_Rarely,Research & Development,10,1,Medical,1,Male,4,Research Scientist,3,Single,3505,1,0,4,0,2,3,3,2,2
47,1,Travel_Frequently,Sales,27,2,Life Sciences,2,Female,4,Sales Executive,3,Single,6397,4,1,4,0,8,2,3,5,4
34,0,Travel_Rarely,Sales,2,3,Other,4,Male,3,Sales Executive,4,Single,6274,1,0,3,0,6,5,3,6,5
55,1,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,Manager,1,Married,19859,5,1,4,1,24,2,3,5,2
36,0,Non-Travel,Sales,8,4,Life Sciences,1,Male,2,Sales Executive,1,Single,7587,1,0,2,0,10,1,3,10,7
52,0,Non-Travel,Research & Development,19,4,Medical,4,Male,3,Research Scientist,4,Married,4258,0,0,1,1,5,3,3,4,3
26,0,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,1,Laboratory Technician,4,Divorced,4364,3,0,1,1,5,2,3,2,2
29,0,Travel_Rarely,Research & Development,27,3,Medical,2,Female,3,Healthcare Representative,3,Married,4335,4,0,1,1,11,3,2,8,7
26,1,Travel_Rarely,Sales,8,3,Technical Degree,4,Male,2,Sales Executive,1,Single,5326,6,0,3,0,6,2,2,4,3
34,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,4,Research Scientist,4,Single,3280,2,0,3,0,10,2,3,4,2
54,0,Travel_Rarely,Research & Development,19,4,Medical,4,Female,3,Manufacturing Director,1,Divorced,5485,9,1,2,2,9,4,3,5,3
27,0,Travel_Frequently,Sales,8,1,Marketing,3,Male,3,Sales Executive,4,Married,4342,0,0,2,1,5,3,3,4,2
37,0,Travel_Rarely,Research & Development,10,1,Life Sciences,4,Female,3,Research Scientist,1,Divorced,2782,0,1,2,2,6,3,2,5,3
38,0,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,4,Manufacturing Director,1,Single,5980,6,1,4,0,17,2,3,15,7
34,0,Travel_Rarely,Research & Development,2,4,Medical,3,Female,2,Research Scientist,1,Single,4381,1,0,3,0,6,3,3,6,5
35,0,Travel_Rarely,Sales,8,4,Life Sciences,1,Female,3,Sales Representative,4,Married,2572,1,0,2,1,3,1,2,3,2
30,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,1,Laboratory Technician,3,Married,3833,3,0,3,2,7,2,3,2,2
40,0,Travel_Frequently,Research & Development,2,2,Medical,3,Female,4,Healthcare Representative,2,Married,4244,1,0,4,1,8,2,3,8,7
34,0,Travel_Rarely,Sales,8,2,Life Sciences,3,Female,3,Sales Executive,1,Married,6500,5,0,2,1,6,1,3,3,2
42,0,Travel_Frequently,Research & Development,8,3,Life Sciences,2,Male,3,Manager,4,Divorced,18430,1,0,2,1,24,4,2,24,7
23,1,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Male,4,Laboratory Technician,1,Married,1601,1,1,3,2,1,2,3,0,0
24,0,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,2,Laboratory Technician,2,Divorced,2694,1,0,3,3,1,4,3,1,0
52,0,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Female,3,Laboratory Technician,3,Married,3149,8,0,2,1,9,3,3,5,2
50,0,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,Research Director,3,Married,17639,5,0,4,0,30,3,3,4,3
29,1,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,2,Laboratory Technician,1,Married,2319,1,1,4,1,1,1,3,1,0
33,0,Travel_Rarely,Research & Development,7,3,Medical,3,Male,3,Research Director,3,Married,11691,0,0,4,0,14,3,4,13,9
33,1,Travel_Rarely,Sales,16,3,Marketing,1,Female,3,Sales Executive,1,Single,5324,5,0,3,0,6,3,3,3,2
47,0,Travel_Rarely,Research & Development,2,2,Other,3,Female,3,Manager,4,Married,16752,1,1,3,1,26,3,2,26,14
36,0,Travel_Rarely,Research & Development,1,3,Other,3,Female,3,Manufacturing Director,2,Married,5228,0,0,1,1,10,2,3,9,7
29,0,Travel_Rarely,Research & Development,23,2,Life Sciences,3,Male,4,Research Scientist,3,Married,2700,1,0,3,1,10,3,3,10,7
58,1,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,Research Director,2,Single,19246,7,1,4,0,40,2,3,31,15
35,0,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,4,Research Scientist,3,Single,2506,3,0,3,0,7,0,3,2,2
42,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Female,2,Manufacturing Director,4,Married,6062,9,1,4,1,8,4,3,4,3
28,1,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,Research Scientist,3,Single,4382,6,0,4,0,5,3,2,2,2
36,0,Travel_Rarely,Human Resources,13,3,Human Resources,3,Male,3,Human Resources,2,Married,2143,4,0,2,1,8,2,3,5,2
